id,title,abstract,category_1,category_2,error
10.1101/2025.06.13.659629,High-throughput single-cell CRISPRi screens stratify neurodevelopmental functions of schizophrenia-associated genes,"Schizophrenia is a complex neuropsychiatric disorder with strong genetic underpinnings, yet the molecular mechanisms linking genetic risk to disrupted brain development remain poorly understood. Trans...",,,
10.1101/2025.06.15.659811,"Proteomic and metabolic profiling reveals APOE4-dependent shifts in whole brain, neuronal, and astrocytic mitochondrial function and glycolysis",Apolipoprotein E (APOE) genetic variation is the strongest genetic risk factor for late onset Alzheimers disease (LOAD). Studies on APOE genotype dependent changes have largely focused on amyloid beta...,,,
10.1101/2025.06.11.659218,Elucidating the Contribution of OVLT Glutamatergic Neurons to Mineralocorticoid Hypertension in TASK-/- Mice,"BackgroundAldosterone overactivity intensifies central sodium sensitivity and sympathetic output, driving salt-sensitive hypertension, but specific mechanisms remain incompletely defined. Herein, we a...",,,
10.1101/2025.06.16.659837,Population sparseness determines strength of Hebbian plasticity for maximal memory lifetime in associative networks,"The brain can efficiently learn and form memories based on limited exposure to stimuli. One key factor believed to support this ability is sparse coding, which can reduce overlap between representatio...",Episodic Memory,Lifelong Learning,
10.1101/2025.06.16.659845,Selective octopaminergic tuning of mushroom body circuits during memory formation,The catecholamines octopamine and tyramine undoubtedly have a major impact on the life of an insect. A wide range of physiological processes and behaviours are regulated by these neurotransmitters/hor...,Reward Mechanisms,Episodic Memory,
10.1101/2025.06.16.659928,Motoneurons can count: A cell intrinsic spike number memory compensates for deviations from rate coding,"Firing rate is an important means of encoding information in many types of neurons. A prime example is asynchronous flight as used by [~]600,000 insect species (Dudley, 2018), where wingbeat frequency...",,,
10.1101/2025.06.16.659673,Reversed functional gradient in primate prefrontal cortex: posterior dominance and frontopolar deactivation,"The frontopolar cortex (FPC) is thought to coordinate the more posterior lateral prefrontal cortex (LPFC) during complex, non-routine behaviors through high-level functions such as management of multi...",Decision-making,Planning,
10.1101/2025.06.16.655720,"The cortical scene processing network emerges in infancy, prior to independent navigation experience","Sighted people rely on vision to recognize and navigate the local environment. By adulthood, human cortex contains at least three regions that respond selectively to visual scene information, but it r...",Visual Perception,Scene Understanding / Visual Reasoning,
10.1101/2025.06.16.659875,Compensatory Mechanisms in Visual Sequence Learning: An fMRI Study of Children with Developmental Language Disorder,Symptoms of developmental language disorder (DLD) may in part result from an underlying deficit in statistical learning (SL). This learning deficit may be related to the ability to extract probabilist...,Skill Learning,,
10.1101/2025.06.16.659959,Precision mapping of functional brain network trajectories during early development,"Preterm birth is a known risk factor for neurodevelopmental disabilities, but early cognitive assessments often fail to predict long-term outcomes. This limitation underscores the need for alternative...",,,
10.1101/2025.06.12.659378,Spectral disruption of inter-hemispheric resting-state BOLD coherence at vasomotor frequency (~0.1 Hz) links vascular dysfunction to functional connectivity loss in carotid artery stenosis,"Vasomotor dynamics at infra-slow frequencies ([~]0.1 Hz), driven by synchronized oscillations of smooth muscle cells in vessel walls, play a crucial role in regulating cerebral perfusion and underlie ...",,,
10.1101/2025.06.15.659765,Larvaworld : A behavioral simulation and analysis platform for Drosophila larva,"Behavioral modeling supports theory building and evaluation across disciplines. Leveraging advances in motion-tracking and computational tools, we present a virtual laboratory for Drosophila larvae th...",,,
10.1101/2025.06.17.660057,Second Language Proficiency Modulates Hierarchical Alignment between Brain Activity and Large Language Models,"Second language (L2) comprehension is thought to proceed hierarchically, from basic word recognition to complex discourse-level understanding. However, the neural mechanisms underpinning this hierarch...",Language Comprehension,,
10.1101/2025.06.17.659578,Multidimensional feature tuning in category-selective areas of human visual cortex,"Human high-level visual cortex has been described in two seemingly opposed ways. A categorical view emphasizes discrete category-selective areas, while a dimensional view highlights continuous feature...",Visual Perception,,
10.1101/2025.06.17.658598,Agouti integrates environmental information to regulate natural variation in paternal behavior,Male investment in offspring rearing through paternal care is rare among mammals and the neural mechanisms governing its emergence are poorly understood. We leveraged the natural paternal behavior of ...,,,
10.1101/2025.06.17.660119,Column-Like Subnetwork Reconstruction in Motor Cortex from Graph-Based 3D High-Density Two-Photon Calcium Imaging,How precise 3D interactions among cortical neurons underlie layer-specific computations remains elusive. We developed a graph-framework to infer functional connectivity from fast volumetric two-photon...,,,
10.1101/2025.06.16.659942,Assessing the degree of cortical dislamination through electrical pattern analysis,"Focal cortical dysplasia (FCD) is a leading cause of pharmacoresistant epilepsy in pediatric populations, although its contribution to epileptogenesis remains incompletely understood. Recent findings ...",,,
10.1101/2025.06.16.659907,Alcohol consumption drives sex- and region- specific disruption of somatostatin signaling in mice,"The prefrontal cortex (PFC), which is thought to be disrupted early in the cycle of substance use and addiction [1], is comprised of a complex microcircuit of long-range glutamatergic pyramidal neuron...",,,
10.1101/2025.06.16.659408,Differential reliance on sensory reinstatement and internally transformed representation during vivid retrieval of visual and auditory episodes,"Auditory memory is considered less detailed yet more durable than visual memory, implying a modality-specific memory retrieval process. We used fMRI and multivoxel pattern analyses to examine how 25 p...",Episodic Memory,,
10.1101/2025.06.17.657409,The contribution of vestibular and proprioceptive signals to trunk stabilization varies between postural tasks and between walking speeds.,Stabilizing the upright posture of the trunk relies on vestibular and proprioceptive afference. Previous studies found that the feedback responses to sensory afference vary between postures and tasks....,,,
10.1101/2025.06.16.658246,Developing a Sensory Representation of an Artificial Body Part,"Somatosensory feedback is essential for motor control, yet artificial limbs are thought to lack such feedback. We investigated how the body and brain gather informative sensory signals from a wearable...",Tactile Perception,Sensorimotor Coordination,
10.1101/2025.06.16.659874,The precision of attention controls attraction of population receptive fields,"We alter our sampling of visual space not only by where we direct our gaze but also by where and how we direct our attention. Attention attracts receptive fields toward the attended position, but our ...",Attention,Visual Perception,
10.1101/2025.06.16.659513,Innervation and cargo-specific axonal transport impairments in FUS-ALS mice with gain and loss of function,"Mutations in the RNA-binding protein FUS lead to nuclear depletion and cytoplasmic mislocalisation of the protein and cause amyotrophic lateral sclerosis (ALS). Using a novel FUS-ALS mouse model, we f...",,,
10.1101/2025.06.16.659910,Whole-body central processing of lateral line inputs encodes flow direction relative to the center-of-mass,"From shifting visual scenes to tactile deformations and fluid motion, animals must interpret patterns of sensory flow around their body to construct stable internal models and produce adaptive behavio...",Sensorimotor Coordination,Spatial Representation and Mapping,
10.1101/2025.06.16.659936,Lysergic Acid Diethylamide extends lifespan in Caenorhabditis elegans,"Aging is modulated by nutrient-sensing pathways that integrate metabolic and hormonal cues to regulate growth, stress resilience, and lifespan. Caloric restriction (CR), a well-established interventio...",,,
10.1101/2025.06.17.659440,Transient recurrent dynamics shape representations in mice,"Brain networks are high-dimensional and interacting complex systems that exhibit substantial structural heterogeneity as well as temporal variability. Yet, when exposed to a stimulus, their recurrent ...",Visual Perception,Tactile Perception,
10.1101/2025.06.16.660029,The Human LRRK2-R1441G Mutation Drives Age-Dependent Oxidative Stress and Mitochondrial Dysfunction in Dopaminergic Neurons,"Mitochondrial dysfunction and oxidative stress are central to Parkinsons disease (PD) pathogenesis, particularly affecting substantia nigra pars compacta (SNc) dopamine (DA) neurons. Here, we investig...",,,
10.1101/2025.06.17.659987,Metabolic resilience rules sex-specific pain recovery during hormonal aging: a multi-omics analysis of neuropathy in mice.,"Biological aging and sex interact to shape systemic metabolism, yet their role in chronic pain resolution remains unexplored. We hypothesized that metabolic resilience -- the ability to flexibly switc...",,,
10.1101/2025.06.17.657228,Human Neural Synergy when combining Stevia with a Flavor Modifer and the Neural effects of Sucrose vs Stevia,There is a drive to improve the acceptability of sweeteners like stevia by reducing their off-tastes. The main aim was to examine the synergistic neural effects of combining stevia with a flavor modif...,Reward Mechanisms,Tactile Perception,
10.1101/2025.06.17.660112,Hemispheric Dissociation Revealed by Attentional Isolation and tRNS,"Prolonged sensory imbalance, induced by directing attention to one visual field, can paradoxically enhance performance in the opposite, non-attended visual field. This effect is likely driven by the b...",Attention,Visual Attention and Eye Movements,
10.1101/2025.06.16.657725,"Image-Based Meta- and Mega-Analysis (IBMMA): A Unified Framework for Large-Scale, Multi-Site, Neuroimaging Data Analysis","The increasing scale and complexity of neuroimaging datasets aggregated from multiple study sites present substantial analytic challenges, as existing statistical analysis tools struggle to handle mis...",,,
10.1101/2025.06.16.659856,Dorsal Striatum Parvalbumin interneurons translatome unveiled,Parvalbumin (PV) interneurons in the dorsal striatum (DS) are fast-spiking GABAergic cells critical for feedforward inhibition and synaptic integration within basal ganglia circuits. Despite their wel...,,,
10.1101/2025.06.16.659854,Global hypoperfusion leads to a mismatch in oxygen delivery and consumption in the cerebral watershed area,"Despite the pivotal role of pial collaterals in maintaining cerebral blood flow during focal brain ischemia, it is largely unexplored how the microvascular blood flow and oxygenation in the watershed ...",,,
10.1101/2025.06.16.659847,Meteorin resolves nociceptive hypersensitivity by reducing connexin-mediated coupling in satellite glial cells,"Neuropathic pain, a persistent condition arising from injury to the nervous system, involves complex interactions between neurons and non-neuronal cells, including satellite glial cells (SGCs) in the ...",,,
10.1101/2025.06.16.659948,SNCA-targeted epigenome therapy for Parkinsons disease alleviates pathological and behavioral perturbations in a mouse model,"Alpha-synuclein (SNCA) overexpression is implicated in Parkinsons disease (PD) pathogenesis, making SNCA downregulation a promising therapeutic strategy. We developed a SNCA-targeted epigenome therapy...",,,
10.1101/2025.06.17.660161,Alpha-synuclein overexpression without vocalization deficits in a mouse model of parkinsonism.,"Voice deficits are common in Parkinsons disease (PD) and significantly impact quality of life by increasing stress, social isolation, and caregiver burden. However, despite this impact, there are curr...",,,
10.1101/2025.06.16.659882,Robust functional ultrasound imaging in the awake and behaving brain: a systematic framework for motion artifact removal,"Functional ultrasound imaging (fUSI) is a promising tool for studying brain activity in awake and behaving animals, offering insights into neural dynamics that are more naturalistic than those obtaine...",,,
10.1101/2025.06.17.660096,Brain Representations of Natural Sound Statistics,"Natural sound textures, such as rain or crackling fire, are defined by time-averaged summary statistics that shape their perceptual identity. Variations in these statistics provide a controlled means ...",Auditory Processing,Episodic Memory,
10.1101/2025.06.17.660140,HIPPOCAMPAL THETA OSCILLATIONS DURING CONTROLLED SPEED RUNS ON A TREADMILL,"Hippocampal theta (6-12 Hz) oscillations coordinate neural activity during spatial navigation and are strongly related to locomotion speed. However, recent research has yielded conflicting evidence on...",Spatial Representation and Mapping,,
10.1101/2025.06.16.660026,Complement C3aR deletion does not attenuate neurodegeneration in a tauopathy model or alter acute inflammation-induced gene expression changes in the brain,Aberrant activation of the classical complement pathway in the brain is implicated in contributing to synapse loss and neurodegeneration in various neurodegenerative conditions. Given that C3aR is a d...,,,
10.1101/2025.06.16.659846,"Behavioural, biochemical and functional phenotyping of chronic exposure to chlordecone in mice",BackgroundChlordecone (CLD) is a persistent organochloride pesticide formerly used against banana weevil. It is detectable in blood samples from a large proportion of the population in the French Cari...,,,
10.1101/2025.06.16.659904,Minocycline treatment affects astrocyte - microglia - neuron interaction and functional compensation of motor deficits in rat model of combined fluorocitrate and 6-OHDA lesion and early Parkinson's disease,Prolonged nervous system inflammation and glia activation are among hallmarks of Parkinsons disease. There are no therapies slowing pathology. Microglia and astrocytes are considered targets for disea...,,,
10.1101/2025.06.17.660124,A confound-free method to manipulate pupil size in psychological experiments,"Those who study visual perception and visuo-spatial attention are increasingly paying interest to the ways in which these processes are influenced by the size of the pupil. However, this realm of rese...",,,
10.1101/2025.06.16.659878,Emergence of multifrequency activity in a laminar neural mass model,"Neural mass models (NMMs) aim to capture the principles underlying mesoscopic neural activity representing the average behavior of large neural populations in the brain. Recently, a biophysically grou...",,,
10.1101/2025.06.17.660153,Alpha rhythm subharmonics underlie responsiveness to theta burst stimulation via calcium metaplasticity,"AO_SCPLOWBSTRACTC_SCPLOWRepetitive transcranial magnetic stimulation (rTMS) is a non-invasive technique to modulate brain activity, often used in treating Major Depressive Disorder (MDD) by targeting ...",,,
10.1101/2025.06.16.659241,Noradrenaline and microglia maintain plasticity-rigidity balance to safeguard rapid emotional learning in the prefrontal cortex,"Balancing plasticity and rigidity is essential for brain function. While the neocortex typically shifts toward rigidity during development to preserve circuit integrity, certain forms of socially acqu...",Episodic Memory,Social Functions,
10.1101/2025.06.17.660164,High throughput machine learning pipeline to characterize larval zebrafish motor behavior,"Using machine learning, we developed models that rigorously detect and classify larval zebrafish spontaneous and stimulus-evoked behaviors in various well plate formats. Zebrafish are an ideal model s...",,,
10.1101/2025.06.17.660088,Preclinical evaluation of CHDI-009R for quantification of mutant huntingtin aggregates,Huntingtons disease (HD) is a neurodegenerative disorder caused by an expanded trinucleotide repeat in the huntingtin gene (HTT) that subsequently leads to aggregation of the mutant huntingtin (mHTT) ...,,,
10.1101/2025.06.17.660133,AAV gene therapy for GBA-PD and Gaucher Disease,"Mutations in GBA1, the gene encoding glucocerebrosidase (GCase), are the most common risk factor for Parkinsons Disease (PD). GBA-PD patients are a genetic subpopulation of PD carrying heterozygous mu...",,,
10.1101/2025.06.16.659528,"JiSuJi, a virtual muscle for small animal simulations, accurately predicts force from naturalistic spike trains",Physics-based simulators for neuromechanical control of virtual animals have the potential to significantly enhance our understanding of intricate structure-function relationships in neuromuscular sys...,,,
10.1101/2025.06.17.659820,Population-specific brain charts reveal Chinese-Western differences in neurodevelopmental trajectories,"Human brain charts provide unprecedented opportunities for decoding neurodevelopmental milestones and establishing clinical benchmarks for precision brain medicine 1-7. However, current lifespan brain...",,,
10.1101/2025.06.16.660028,Internal Resonance Dynamics in a Delayed van der Pol Oscillator Modeling Basal Ganglia Oscillations,"Movement disorders, like Parkinsons disease, happen because of unusual patterns in the connections between the cortex and basal ganglia, often caused by timing issues in feedback pathways. This study ...",,,
10.1101/2025.06.18.660458,Gas-sensing neurons prime mitochondrial fitness to offset metabolic stress,"Animals integrate environmental and internal cues to maintain homeostasis and health. The mitochondrial stress response is an essential cytoprotective mechanism, and priming its activation provides a ...",,,
10.1101/2025.06.19.660577,Resolving synaptic events using subsynaptically targeted GCaMP8 variants,"While genetically encoded Ca2+ indicators are valuable for visualizing neural activity, their speed and sensitivity have had limited performance when compared to chemical dyes and electrophysiology, p...",,,
10.1101/2025.06.18.660326,A model investigation of short-term synaptic plasticity tuned via Unc13 isoforms.,Short-term synaptic plasticity (STP) is a fundamental mechanism of neural computation supporting a variety of nervous system functions from sensory adaptation and gain control to working memory and de...,,,
10.1101/2025.06.18.660371,High-speed whole-brain imaging in Drosophila,"Recent advances in brain-wide recordings of small animals such as worms, fish, and flies have revealed complex activity involving large populations of neurons. In the Drosophila brain, with about 140,...",,,
10.1101/2025.06.17.660213,A genetic driver of epileptic encephalopathy impairs gating of synaptic glycolysis,"The brain is a disproportionately large consumer of fuel, estimated to expend [~]20% of the whole-body energy budget, and therefore it is critical to adequately control brain fuel expenditures while s...",,,
10.1101/2025.06.18.653042,Enhancing Functional Connectivity Analysis in Task-Based fMRI Using the BOLD-Filter Method: Greater Network and Activation Voxel Sensitivities,Task-based functional MRI (tb-fMRI) has gained prominence for investigating brain connectivity by engaging specific functional networks during cognitive or behavioral tasks. Compared to resting-state ...,,,
10.1101/2025.06.17.659817,Classifying Resting State Connectivity: Lag-One Autocorrelation and Pattern Differentiability,Resting state functional connectivity (rsFC) and resting state effective connectivity (rsEC) are two of the most common measures that can be extracted from resting state functional magnetic resonance ...,,,
10.1101/2025.06.16.660032,Comparative Transcriptomics Reveals Inflammatory and Epigenetic Programs that Actively Orchestrate Pineal Brain Sand Calcification,"BackgroundThe pineal gland secretes melatonin but paradoxically calcifies more than any other intracranial structure, forming hydroxyapatite ""brain-sand"" (corpora arenacea) that correlates with reduce...",,,
10.1101/2025.06.17.660179,Tau-seed interactome analysis reveals distinct functional signatures in Alzheimer's disease across model systems.,"Tau aggregates propagate through the brain in a prion-like manner in Alzheimers disease (AD) and other tauopathies, but the molecular identity and functional partners of the seeding-competent Tau spec...",,,
10.1101/2025.06.18.660247,Potential beneficial effects of PD-1/PD-L1 blockade in Alzheimer's disease: A systematic review and meta-analysis of preclinical and clinical studies,Programmed cell death-1 (PD-1) and its ligand (PD-L1) play key roles in cancer immune evasion and in modulating neuroinflammation. This systematic review and meta-analysis investigated the effect of P...,,,
10.1101/2025.06.18.658087,Muscle control of an extra robotic digit,"Controlling an extra robotic finger requires the brain to adapt existing motor signals. While most current strategies exploit physical movement, there is growing interest in harnessing muscle activity...",Sensorimotor Coordination,Skill Learning,
10.1101/2025.06.17.659360,Behavioral Signature of Trihexyphenidyl in The Tor1a (DYT1) Knockin Mouse Model of Dystonia,Dystonia is a neurological disorder characterized by involuntary repetitive movements and abnormal postures. Animal models have played a pivotal role in studying the pathophysiology of dystonia. Howev...,,,
10.1101/2025.06.16.660043,Level Up the Brain! Novel PCA Method Reveals Key Neuroplastic Refinements in Action Video Gamers,Action video games (AVGs) offer an ecologically rich experimental paradigm for studying how sustained cognitive demands drive behaviorally induced neuroplastic changes in the brain. We demonstrate tha...,Sensorimotor Coordination,Decision-making,
10.1101/2025.06.19.660510,Beyond Reorganization: Intrinsic cortical hierarchies constrain experience-dependent plasticity in sensory-deprived humans,"Innate cortical organisation and postnatal sensory experience interact dynamically to shape the functional architecture of the human brain. Using naturalistic stimulation, functional gradient analyses...",,,
10.1101/2025.06.17.660075,Parallel emergence of perisomatic inhibition and ripples in the developing hippocampal circuit,"During hippocampal Sharp Wave Ripples, sequences of awake coding activities are replayed with a rhythmic timing and high level of synchrony favorable for synaptic plasticity and transfer of informatio...",,,
10.1101/2025.06.19.660631,Mesoscale differences in brain organization in schizophrenia revealed by topological data analysis,"We present MesoSCOUT (Mesoscale Structural Connectome Order-complex Unveiling Topology), a framework for characterizing white matter connectivity using a method developed from computational algebraic ...",,,
10.1101/2025.06.18.660381,Horizontally Tiled Network of Cortico-Basal Ganglia Modules Performs Reinforcement Learning,"The neocortex and basal ganglia nuclei are connected along regions that share the same topography and are arranged side-by-side. Inspired by the anatomical characteristics of the cerebrum, we develope...",Reward Mechanisms,Skill Learning,
10.1101/2025.06.17.660162,A Single-Cell Atlas of DNA Methylation in Autism Spectrum Disorder Reveals Distinct Regulatory and Aging Signatures,"Autism spectrum disorder (ASD) is a common, genetically and clinically heterogeneous neurodevelopmental condition. Despite this diversity, studies of postmortem brain tissue have revealed convergent m...",,,
10.1101/2025.06.18.660330,Tracking visual rhythms: a concert of sensory and motor simulation,"When will I see something and what will it be? Temporal predictions are crucial for adaptive interaction with the environment and are typically accompanied by predictions about sensory content, yet th...",Cognitive Timing & Predictive Modeling,Sensorimotor Coordination,
10.1101/2025.06.20.660772,Cortical sculpting of a rhythmic motor program,"Motor cortex is the principal driver of discrete, voluntary movements like reaching. Correspondingly, current theories describe muscle activity as a function of cortical dynamics. Tasks like speech an...",Motor Coordination,Sensorimotor Coordination,
10.1101/2025.06.19.660597,Volume Control for a Cortical Network,"Precise, reversible modulation of cortical gain at mesoscale resolution remains a major challenge for neuroscience. Here, we introduce ionic direct current (iDC) delivered through non-penetrating elec...",,,
10.1101/2025.06.19.660567,Ultrastructural analysis of synapses after induction of spike-timing-dependent plasticity,"Repeated sequential activation of connected neurons causes lasting changes in synaptic strength, a process known as spike-timing-dependent plasticity (STDP). Recently, sequential spike patterns have b...",,,
10.1101/2025.06.20.660783,Neural activity flows through cortical subnetworks during speech production,"Speech production entails several processing steps that encode linguistic and articulatory structure, but whether these computations correspond to spatiotemporally discrete patterns of neural activity...",Language Production,,
10.1101/2025.06.20.660790,"Combining Machine Learning and Multiplexed, In Situ Profiling to Engineer Cell Type and Behavioral Specificity","A promising strategy for the precise control of neural circuits is to use cis-regulatory enhancers to drive transgene expression in specific cells. However, enhancer discovery faces key challenges: lo...",,,
10.1101/2025.06.20.660760,Neuromorphic hierarchical modular reservoirs,"Modularity is a fundamental principle of brain organization, reflected in the presence of segregated sub-networks that enable specialized information processing. These small, densely connected modules...",,,
10.1101/2025.06.20.660525,The role of dopamine-sensitive motor cortical circuits in the development and execution of skilled forelimb movements,Dopamine signalling in the motor cortex is crucial for motor skill learning. Here we resolve the spatiotemporal dopamine dynamics and the activity of local dopaminoceptive circuits during the formatio...,Skill Learning,Reward Mechanisms,
10.1101/2025.06.20.660792,The Topological Architecture of Brain Identity,Accurately identifying individuals from brain activity--functional fingerprinting--is a powerful tool for understanding individual variability and detecting brain disorders. Most current approaches re...,,,
10.1101/2025.06.20.660741,MRI-Based Structural Development of the Human Newborn Hypothalamus,"BackgroundPreclinical evidence suggests that intrauterine exposures can impact hypothalamic structure at birth and future disease risk, yet early human data are limited.

MethodsHypothalamic volumes w...",,,
10.1101/2025.06.18.660418,Preserved cerebellar functions despite structural degeneration in older adults,"Aging is frequently perceived negatively due to its association with the decline of various brain and bodily functions. While it is evident that motor abilities deteriorate with age, it is incorrect t...",,,
10.1101/2025.06.18.660394,Cholinergic modulation of dopamine release drives effortful behavior,"Effort is costly: given a choice, we tend to avoid it1. But in many cases, effort adds value to the ensuing rewards2. From ants3 to humans4, individuals prefer rewards that had been harder to achieve....",Reward Mechanisms,Motivational Drives,
10.1101/2025.06.21.660818,Biomechanical simplification of the motor control of whisking,1.Animal nervous systems must coordinate the sequence and timing of numerous muscles - a challenging control problem. The challenge is particularly acute for highly mobile sensing structures with many...,Motor Coordination,,
10.1101/2025.06.18.660483,Twinfilin-1 phosphorylation in reelin signaling regulates actin dynamics and spine development,"Reelin is an extracellular glycoprotein essential for neuronal migration, spine development, and synaptic plasticity. Impaired reelin signaling is linked to neurological disorders, including schizophr...",,,
10.1101/2025.06.20.660782,Schizophrenia-associated 22q11.2 deletion elevates striatal acetylcholine and disrupts thalamostriatal projections to produce amotivation in mice,"Schizophrenia is a complex neurodevelopmental disorder characterized by cognitive dysfunction, hallucinations, and negative symptoms such as amotivation. Negative symptoms are largely resistant to cur...",Motivational Drives,,
10.1101/2025.06.21.660846,"Combined Auditory, Tactile, and Visual fMRI Reveals Sensory-Biased and Supramodal Working Memory Regions in Human Frontal Cortex","Selectivity for sensory modality characterizes distinct subregions of the human brain, well beyond the primary sensory cortices. We previously identified frontal and posterior cortical regions that ar...",Working Memory,,
10.1101/2025.06.20.660447,Functional Specialization of Angular Gyrus and Precuneus Subregions for Perspective-Guided Autobiographical Memory Retrieval,"Autobiographical memory (AM) retrieval involves goal-directed and reconstructive processes that unfold over time. A key feature of this process is the visual perspective adopted during remembering, wh...",Episodic Memory,Self-reflection,
10.1101/2025.06.18.660380,Visual Working Memory Guides Attention Rhythmically,"How does internal representation held in visual working memory (VWM), known as the attentional template, guide attention? A longstanding debate concerns whether only one (Single-Item-Template theory) ...",Attention,Working Memory,
10.1101/2025.06.20.660653,Non-cell autonomous control of presynaptic remodeling by the hypothalamic autophagy/NPY axis,"Macroautophagy/autophagy, a critical cellular degradation pathway essential for maintaining neuronal proteostasis, declines with age and has been increasingly implicated in the regulation of synaptic ...",,,
10.1101/2025.06.20.660718,Hierarchical microstructural tissue growth of the gray and white matter of human visual cortex during the first year of life,"Development of gray and white matter tissue microstructure is critical for the emergence of sensory and cognitive functions. However, it is unknown how microstructural tissue properties of the human v...",,,
10.1101/2025.06.18.660362,Nicotinic Modulation of Fast-spiking Neurons in Rat Somatosensory Cortex Across Development,Signaling at nicotinic acetylcholine receptors (nAChRs) is vital for normal development of cerebral cortical circuits. These developing circuits are also shaped by fast-spiking (FS) inhibitory cortica...,,,
10.1101/2025.06.20.660726,EEG-based Decoding of Auditory Attention to Conversations with Turn-taking Speakers,"ObjectivesAuditory attention decoding (AAD) refers to the process of identifying which sound source a listener is attending to, based on neural recordings, such as electroencephalography (EEG). Most A...",Auditory Processing,Attention,
10.1101/2025.06.18.660378,Projection-Specific Intersectional Optogenetics for Precise Excitation and Inhibition in the Marmoset Brain,"The primate cerebral cortex relies on long-range connections to integrate information across spatially distributed and functionally specialized areas, yet tools for selectively modulating these pathwa...",,,
10.1101/2025.06.20.660675,Dynamic cholinergic signaling differentially desynchronizes cortical microcircuits dependent on modulation rate and network topology,"Acetylcholine (ACh) affects both the intrinsic properties of individual neurons and the oscillatory tendencies of neuronal microcircuits by modulating the muscarinic-receptor gated m-current. However,...",,,
10.1101/2025.06.21.660223,Post Adversity Changes in Nigro-Striatal Dopamine: a Mechanism for Anxiety Induced Exacerbated Innate Repetitive Behaviors.,"Anxiety exacerbates symptoms in various psychiatric disorders. In conditions such as obsessive-compulsive disorder (OCD) or Tourette syndrome, anxiety intensifies stereotypic and repetitive behaviors....",Reward Mechanisms,Inhibitory Control,
10.1101/2025.06.18.660280,Brain Region-Specific Gene Co-expression Networks Reveal Neuroinflammation and ER Stress Signatures in Major Depressive Disorder,This study aims to investigate gene expression changes in different brain regions of Major Depressive Disorder (MDD) patients using transcriptomics and bioinformatics approaches. Through differential ...,,,
10.1101/2025.06.19.660581,Neurobiological and Chemical Characterization of the Cyanobacterial Metabolite Veraguamide E,"Ver Es structure was validated by {superscript 1}H NMR, HRMS, and molecular networking analyses. Computational docking and NMR titration confirmed direct, saturable, and tight binding of Ver E to the ...",,,
10.1101/2025.06.19.660563,Reward impulsivity is linked to addictive-like behaviors towards sweet food and sugary drinks but not fatty food,"Overconsumption of hyperpalatable food is a worldwide problem. Although many previous studies have shown the link between monetary delay discounting and propensity to overconsume food, the studies did...",Decision-making,Reward Mechanisms,
10.1101/2025.06.19.660319,Nuclear Receptor Transcription factors promote axon regeneration in the Adult Corticospinal Tract,"Transcription factors are potent levers for neural repair, but systematic pipelines to uncover factors that unlock adult corticospinal regeneration are lacking. By intersecting developmental RNA-seq w...",,,
10.1101/2025.06.23.660978,Asymmetric distribution of mitochondrial Ca2+ regulators specifies compartment-specific mitochondrial function and neuronal development,"Neuronal polarization is essential for functional compartmentalization, enabling dendritic synaptic integration and axonal action potential generation. While structural differences in mitochondria acr...",,,
10.1101/2025.06.22.660973,Optimal inhibitory-to-excitatory ratio governs slow and fast oscillations for enhanced neural communication,"Neural oscillations at distinct frequency bands facilitate communication within and between neural populations. While single-frequency oscillations are well-characterized, the simultaneous emergence o...",,,
10.1101/2025.06.22.660970,The neural processes underpinning flexible semantic retrieval in visual and auditory modalities,"Contemporary accounts of semantic cognition propose that conceptual knowledge is supported by a heteromodal conceptual store and controlled retrieval processes. However, it remains unclear how the neu...",Semantic Understanding & Context Recognition,Cognitive Flexibility,
10.1101/2025.06.22.660768,Climbing fibers selectively recruit disinhibitory interneurons to enhance dendritic calcium signaling in cerebellar Purkinje cells,"Climbing fiber (CF) inputs to Purkinje cells (PCs) instruct plasticity and learning in the cerebellum1-3. Paradoxically, CFs also excite molecular layer interneurons (MLIs)4,5, a cell-type that inhibi...",Adaptive Error Correction,,
10.1101/2025.06.21.660889,Late onset of striatal projection neuron hyperexcitability in Fmr1-/y mice,"AbstractFragile X Syndrome (FXS), the most common genetic cause of intellectual disability and autism spectrum disorder (ASD), results from silencing of the FMR1 gene and consequent loss of Fragile X ...",,,
10.1101/2025.06.17.659983,The 5-HT1A receptor antagonist WAY-100635 maleate reprograms metabolism to promote RGC differentiation and regeneration in retino-visual centers,"Metabolic collapse of retinal ganglion cells (RGCs) onsets glaucoma, yet no approved drug directly protects these neurons. Through a live-cell mitochondrial screen in human stem-cell-derived hRGCs we ...",,,
10.1101/2025.06.17.660226,Dynamic encoding of valence by the anterior cingulate cortex in mice,"Fear is a double-edged sword: it supports survival based on learned associations between environmental cues and potential threats, but its dysregulation can lead to anxiety disorders and PTSD. Many st...",Reward Mechanisms,Episodic Memory,
10.1101/2025.06.22.660902,Predicting Brain Volumes from Anthropometric and Demographic Features: Insights from UK Biobank Neuroimaging Data,Brain size measures are well-studied and often treated as a confound in volumetric neuroimaging analyses. Yet their relationship with body anthropometric measures and demographics remains underexplore...,,,
