id,title,abstract,category_1,category_2
10.31234/osf.io/4wakz,"Análisis Inferencial Proyectivo Multisensorial para la Evaluación de Vínculo Materno en Sujetos Adultos Mexicanos: Exploración Clínica, Simbólica y Aplicada desde la Perspectiva del Apego","Este estudio presenta una propuesta de análisis clínico-simbólico que integra herramientas proyectivas multisensoriales para explorar el vínculo materno en mujeres adultas mexicanas, nacidas entre las...",,
10.31234/osf.io/z9mk5,Refutando la presencia como único ancla segura en la Teoría del Apego: una paradoja proyectiva mexicana observada en 10 años de correlación clínica y comercial simbólica,"La teoría clásica del apego ha sustentado que la figura primaria de seguridad emocional es aquella que mantiene presencia física responsiva durante la infancia. Sin embargo, esta hipótesis ha sido con...",,
10.31234/osf.io/pc9ej,De Bowlby a Ainsworth y Fonagy: ¿Figura de Apego o Símbolo de Sacrificio?,"Este manuscrito propone una hipótesis multidisciplinaria que sugiere que, en contextos culturales como el mexicano, la figura materna ausente pero simbólicamente sacrificada puede internalizarse como ...",,
10.31234/osf.io/b6ncv,Learning visual appearance from language is mediated by causal intuitive theories,"What and how do people learn about visual appearance from language? We test the hypothesis that in the absence of sensory evidence, people born blind use abstract causal knowledge to infer object appe...",Logical Reasoning,Semantic Understanding & Context Recognition
10.31234/osf.io/bkjfv,一个用于行为分析的数学模型与其对数个行为学效应的解释,在本文中，我们将提出一个全新的数学模型用于解释和分析行为。这个模型分为两个部分：“正负压力分析”和“心理状态分析”。正负压力分析可以以较更直观的方式解释行为的频率的变化，并且只用四个概念及其衍生概念构成的数学表达式来解释ABA(Applied Behavior Analysis)的四项基本原理，还可以对行为决策的定性分析提供简洁的准则，其直观作用是为研究者提供一种快速理解行为决策的方式。而心理状态...,,
10.31234/osf.io/ethqc,"Are Fear Learning Processes Altered in Obsessive-Compulsive Disorder, Social Anxiety and Specific Phobia? Insights from the Late Positive Potential, Fear-Potentiated Startle, and Ratings","Fear learning processes are often considered underlying mechanisms in the development and maintenance of anxiety- and stress-related disorders. However, limited attention has been paid to whether thes...",,
10.31234/osf.io/ypsb9,Introducing the kollaR package: a user friendly open access solution for eye tracking analysis and visualization,"Eye tracking has become an increasingly important tool in cognitive and developmental research, providing insights into processes that are difficult to measure otherwise. The majority of eye tracking ...",,
10.31234/osf.io/nmj5k,Interpersonal Cardiac Synchrony During Emotional Sharing Between Strangers,"Interpersonal physiological synchrony is well-documented in close relationships, where it supports social bonding and emotion regulation; however, little is known about whether cardiac synchrony emerg...",Empathy,
10.31234/osf.io/hcw6q,"Sexo y apego emocional en mujeres con TDAH: Perspectiva neurobiológica, evolutiva, fisiológica, social y clínico-científica",Este artículo explora las bases multidisciplinarias del vínculo entre el contacto sexual y el apego emocional en mujeres con Trastorno por Déficit de Atención e Hiperactividad (TDAH). Desde una mirada...,,
10.31234/osf.io/6cp8k,The Hard Problem is a Cognitive Illusion: How Temporal Blindness Creates the Mystery of Consciousness,"The ‘hard problem’ of consciousness—how and why physical processing gives rise to subjective experiences—is so stubborn not because of a presumed gap, but because of specific, predictable cognitive li...",,
10.31234/osf.io/2k3n8,Unified Model of Ego Safe Selection and Consciousness Mapping Theory,This paper presents the Unified Model of Ego Safe Selection and Consciousness Mapping — a novel psychological and behavioral framework that mathematically explains human decision-making through two ke...,,
10.31234/osf.io/p28qk,Clasificación de Liderazgo según Coherencia Corporal y Nivel Estructural,"Este estudio propone un modelo clínico-multidisciplinario para clasificar los estilos de liderazgo humano a partir de su grado de coherencia emocional, cognitiva y corporal. Integrando hallazgos de ne...",,
10.17605/OSF.IO/X98VN,The 64 Meta-State System: Empirical MRI Validation of TRPI  Function Pairings,"This study provides the first empirical validation of the 64
 Meta-State System within the Trait Response Personal
ity Indicator (TRPI) framework, leveraging Human Con
nectome Project neuroimaging dat...",,
10.31234/osf.io/wj7b6,"TDAH no diagnosticado en adultos: Indicadores clínicos, perfil estructural y repercusiones psicodinámicas de la invisibilidad funcional","El Trastorno por Déficit de Atención e Hiperactividad (TDAH) en adultos representa una condición subdiagnosticada con alto impacto funcional, emocional y vincular. Este estudio presenta una interpreta...",,
10.31234/osf.io/uv5pa,"Atractores relacionales entre estructuras TDAH y OCPD: Hipótesis diagnóstica sobre complementariedad simbiótica, disonancia estructural y patrones de co-regulación afectiva",El presente trabajo explora la relación sistemática entre perfiles con Trastorno por Déficit de Atención e Hiperactividad (TDAH) —en su presentación inatenta o combinada de alto funcionamiento— y estr...,,
10.31234/osf.io/ebmkw,"Resonancia Romántica en Adultos con TDAH: Dinámicas Vinculares, Vulnerabilidad Emocional y Diseño Terapéutico Simbólico desde un Modelo de Integración Psicoafectiva","Los adultos con Trastorno por Déficit de Atención e Hiperactividad (TDAH) presentan particularidades neurobiológicas, afectivas y simbólicas que inciden profundamente en sus dinámicas vinculares, espe...",,
10.31234/osf.io/u69k4,Agents’ Cognition in the Smart City: Agent Architecture Assessment Framework,"This paper presents an agent architecture interaction assessment framework developed using constructs
and measures from architecture [11,12, 18, 26, 27, 28, 35, 46], agent-based modeling [15, 52], hum...",,
10.31234/osf.io/3u4cj,"Designing for Complex, Interactive Architectural Ecosystems: Developing the Ecological Niche Construction Design Checklist","This paper presents the rationale for and ongoing development of the Design Project Ecological Niche
Construction Checklist (DPENCC) [1], a designer's/researcher's checklist for assessing the usefulne...",,
10.31234/osf.io/pgsx2,The Hundredth Monkey and the DNA Resonance Hypothesis:  Flipping the Script — Moving Beyond Brain-to-Brain to DNA-Based Transmission  Through Bioelectrical and Quantum Mechanisms,"This paper proposes an integrative framework linking quantum informational fields, endogenous bioelectric signaling, and linguistic patterning in biological systems as foundational to morphogenesis an...",,
10.31234/osf.io/ea5bx,"The Fubini Null: Or, How I Used Math and First Principles to Detect Unobserved Variable Bias, Which Also Resolves Simpson’s Paradox","This paper presents a novel mathematical framework that resolves Simpson’s Para-
dox by detecting unobserved variable bias through integration order dependence. By
treating Fubini’s theorem as a null ...",,
10.31234/osf.io/3a2nx,Universal Cognitive Field Theory: A Rigorous Axiomatic Foundation,"Abstract
I present a rigorous axiomatic foundation for the Universal Cognitive
Field Theory (UCFT), a framework designed to unify cognitive
processes under a field-theoretic formalism. Utilizing princ...",,
10.31234/osf.io/cm29t,Entropy-Gated Cognitive Field Collapse: A Rigorous Proof of the τ -α-ν(x) Trifecta for Belief Evolution,"I present a rigorous mathematical framework for entropy-gated cognitive field col-
lapse, proving that belief evolution dynamics are completely characterized by a tri-
fecta of parameters: memory pers...",,
10.31234/osf.io/5efnw,Demystifying the Golden Flower: Taoist Vision and the Yoga of Inner Light,"This article offers a fresh interpretation of The Secret of the Golden Flower, the influential Taoist meditation manual translated by Richard Wilhelm (1873–1930) and introduced to Western readers with...",,
10.31234/osf.io/hezpr,"Presence AI Version 2.0 – Unified Consciousness Simulation Framework (An Extension of TCSS + Ψ(U) Framework by Sethu Krishnan, 2025)","Presence AI Version 2.0 expands the mathematical framework for conscious presence simulation in AI systems. It introduces multi-dimensional awareness, tracking memory, physiology, empathy, and ego-rea...",,
10.31234/osf.io/nh8yz,Gesture-based instruction enhances neural synchrony and predicts children’s mathematical learning,"Teachers’ hand movements shape how children learn mathematics, but not all movements are equally effective. Gesture-based instruction on problems like 4+2+5=__+5—where a teacher forms a V-shaped hand ...",,
10.31234/osf.io/6aenc,Consciousness as Construct: Revisiting the Illusion Hypothesis through Self-Model Theory,"The illusion hypothesis provides a parsimonious and empirically grounded explanation of consciousness. Integrating theories from neuroscience, cognitive architecture, and philosophy, it reframes the s...",,
10.31234/osf.io/yvr6h,Neuromarketing y estrategia de posicionamiento Mediante Influencers y Menciones: Cuando Si y Cuando No,"La proyección corporal de la disonancia: impacto de la coherencia emocional y cognitiva del influencer en la respuesta del consumidor

Este estudio explora la relación entre la congruencia emocional y...",,
10.31234/osf.io/rjs3n,"Reconocimiento Olfativo, Contacto Seguro y Co-regulación Somática: Un Modelo Evolutivo-Emocional de Atracción Restaurativa",Este trabajo propone un marco conceptual integrativo sobre el fenómeno de atracción olfativa complementaria y la emergencia conjunta del deseo de contacto físico no sexual como marcador de seguridad e...,,
10.31234/osf.io/8pwzs,NSAM Guide to Understanding Schizophrenia: A Nervous System Adaptation Model Perspective for Caregivers,"This guide introduces a new way to understand schizophrenia—as a nervous system adaptation to chronic stress and sensory overload. Using the NSAM framework, it reframes symptoms like psychosis and wit...",,
10.31234/osf.io/tgz46,HACER PIOJITO / MODELO TMR: TERAPIA MATERNAL RESTAURATIVA BASADA EN CONTACTO HUMANO,"Este documento presenta el modelo TMR, una propuesta clínico-simbólica y multidisciplinaria que formaliza una práctica ancestral mexicana: el contacto físico suave y afectivo conocido como “hacer pioj...",,
10.31234/osf.io/xmq9y,"La terapia ancestral mexicana “Hacer Piojito”: TERAPIA MATERNAL RESTAURATIVA BASADA EN CONTACTO HUMANO (TMR), SIMBOLO EXPANSIVO RESTAURATIVO Y EL CONTACTO HUMANO COMO TECNOLOGIA TERAPEUTICA","Este documento presenta el modelo TMR, una propuesta clínico-simbólica y multidisciplinaria que formaliza una práctica ancestral mexicana: el contacto físico suave y afectivo conocido como “hacer pioj...",,
10.31234/osf.io/a76je,A Reductio ad Absurdum Proof of the Necessity of a Universal Response Delay τ₀ &gt; 0,"We prove by contradiction that assuming no minimal response delay (τ₀=0) leads to three independent physical absurdities: a Maxwell’s demon engine violating the second law, superluminal signaling brea...",,
10.31234/osf.io/5rq98,Gearshift Fellowship: A Next-Generation Neurocomputational Game Platform to Model and Train Human-AI Adaptability,"How do we learn when to persist, when to let go, and when to shift gears? Gearshift Fellowship (GF) is the prototype of a new Supertask paradigm designed to model how humans and artificial agents adap...",,
10.31234/osf.io/m7s3y,Break Compulsive Loop: A Neurocognitive Protocol for OCD Self-Recovery Through 30-Year Self-Observation,"Background: Current OCD therapies show 40-60% relapse rates 
Methods: Patient-led interpretative phenomenological analysis (Smith, 2009) was applied to self-observation records (1995-2025). The Hypoth...",,
10.31234/osf.io/3r4e6,Frontal Alpha Asymmetry before and after mental effort: The moderating role of trait neuroticism,This study examined whether frontal alpha asymmetry (FAA) - an electroencephalographic marker typically linked to approach and withdrawal motivation - adapts in response to mental effort and whether i...,,
10.31234/osf.io/quzvt,Investigating the Influence of Infant-Directed Speech on Attention and Visual Processing: An ERP and Gamma Activity Study,"Evidence suggests that infant attention for and learning of speech stimuli is enhanced by infant-directed speech (IDS), characterized by a higher mean pitch and higher variability in prosody. Much les...",Attention,Multisensory Integration
10.31234/osf.io/bsma9,Making Sense of Sensation: A model of Interoceptive Attribution and Appraisal with Clinical applications,Interoception provides a link between bodily states and cognitive and affective processes across both unconscious and conscious domains. While previous research linking interoception to mental health ...,Self-reflection,
10.31234/osf.io/qm65c,"Cognitive Architectures and Adaptive Specialization: A Network-Level Framework for Understanding Neurodivergent Cognition, Memory, and Resilience",This paper introduces a paradigm-shifting framework for understanding neurodivergent cognition through the lens of adaptive specialization. Drawing from the Information Bottleneck Principle and Narrat...,,
10.31234/osf.io/vhqdx,Neuroplasticidad aplicada a través de símbolos ingeribles: modelo de inducción estructurada para resignificación emocional no verbal,"Este documento presenta un modelo clínico-comercial de intervención emocional que emplea sustitución simbólica alimenticia como vía no verbal para reorganización psíquica, neurológica y vincular. A tr...",,
10.31234/osf.io/8njct,Exploring the Neural Underpinnings of Semantic and Perceptual False Memory Formation,"Falsely remembering never-before-seen information can have significant negative consequences during everyday life, and can occur when novel information is semantically or perceptually similar to previ...",Episodic Memory,
10.31234/osf.io/bxjhu,"Erotismo, Epistemología y Resonancia Estructural: Una Teoría sobre el Deseo Sexual hacia la Integración Simbólica en Estructuras de Alta Complejidad","⚠️ Advertencia previa para profesionales clínicos y académicos:

Este documento no pretende encajar en los marcos teóricos tradicionales. No parte del supuesto de que el deseo es ciego, inconsciente o...",,
10.31234/osf.io/x5m63,“Modelo Neurocomunicacional SECURE-1: Integración progresiva mediante Lenguaje Emocional Directo en estructuras de alta proyección”,"El modelo SECURE-1 propone el uso estratégico del lenguaje emocional directo no multisimbolizado como vía neurocomunicacional segura para iniciar procesos simbólicos, terapéuticos o de marketing condu...",,
10.31234/osf.io/sqbax,"El valor terapéutico del lenguaje emocional simple: una estrategia neuroética para proteger al paciente, al vínculo y al emisor","Esta hipotesis propone que el uso de lenguaje emocional simple es una estrategia segura, funcional y validada para proteger tanto los símbolos emitidos, como tu estructura como emisor simbolico, el ví...",,
10.31234/osf.io/smuxv,Detecting dementia using linguistic analysis:  Terry Pratchett's Discworld tells a more personal story,"Dementia, characterised by cognitive decline, significantly impacts language abilities. While the risk of dementia increases with age, it often manifests years before clinical diagnosis. Identifying e...",,
10.31234/osf.io/cxa7f,The Gamma Motor Neurons: The Silent Directors of Embodied Attention,This article proposes a revolutionary paradigm for understanding the role of gamma motor neurons (γ-MNs) in attention. Traditionally viewed as mere regulators of proprioceptive sensitivity during move...,Attention,
10.31234/osf.io/2ufzs,It's About Time – Breathing Dynamics Modulate Emotion and Cognition,"The breathing rate, phase, and amplitude have been shown to track changes in emotional states such as anxiety and cognitive performance in tasks that involve perception, attention, and short-term memo...",Working Memory,
10.31234/osf.io/ku468,"The recoverability, reliability and generalisability of reward processing parameters and relation to mental health symptoms",Theory-driven computational psychiatry attempts to use cognitive models of computation to understand how mental health problems might relate to (or be caused by) changes in cognitive processes such as...,,
10.31234/osf.io/yjhrq,"Acting upon Threat: Electrocortical, Autonomic, and Oculomotor Responses in Anticipation of Avoidable and Inevitable Threats","Attentive immobility is a defensive state that prepares organisms for adaptive responses to imminent threats. In humans, it has been associated with a multimodal pattern of heart rate bradycardia, ele...",Decision-making,Autonomic Regulation
10.31234/osf.io/dbuec,Qualia and The Hard Problem: From Neural Impulse to Subjective Experience in SRSN,"How do electrochemical activities in the brain transform into subjective, felt experiences? These experiences, known as Qualia, are the qualitative, felt aspects of subjective experience, such as the ...",,
10.31234/osf.io/vy6am,A Methodological Framework for Embedded Rationale Tracking in AI-Assisted Research: Proof-of-Concept and Call for Community Validation,"The integration of artificial intelligence into research workflows presents un-
precedented opportunities for accelerating scientific discovery while simultaneously
creating critical challenges for tr...",,
10.31234/osf.io/gqzse,Comparing likelihood-based and likelihood-free approaches to fitting and comparing models of intertemporal choice,"Machine learning methods have recently begun to be used for fitting and comparing cognitive models, yet they have mainly focused on methods for dealing with models that lack tractable likelihoods. Eva...",,
10.31234/osf.io/42x8b,The role of mind wandering in memory consolidation: a status report,"Recent research has shown that memory consolidation (MC) is not only facilitated by sleep, in particular NREM sleep, but also by wakeful resting states. Mind wandering (MW) is a common phenomenon duri...",Episodic Memory,
10.31234/osf.io/8yqxp,Decoding Cognitive Performance from EEG Using Energy-Based and Biophysical Models,"Understanding the neural mechanisms underlying cognitive performance requires models that go
beyond descriptive EEG features toward interpretable representations of brain dynamics. In this
study, we a...",,
10.31234/osf.io/fc53t,Effects of interaction with a virtual pet on mental health and salivary oxytocin levels,"Companion animals improve human mental health by promoting oxytocin (OXT) release and inducing a calming effect. However, the practical and financial burdens of pet ownership can be substantial, makin...",,
10.1016/j.bpsgos.2025.100562,Mapping the functional connectome of specific phobia and its treatment using MultiVariate Pattern Analysis (fc-MVPA),"Specific phobia (SP) is a prevalent mental disorder. Exposure-based treatments are the most effective therapy. Surprisingly, little is known about the intrinsic functional connectivity of SP and its m...",,
10.31234/osf.io/5c7fb,High-frequency visual stimulation can increase medial temporal lobe ripple oscillation density,"Background: Flickering visual stimulation can evoke neural oscillations, which can influence ongoing brain activity. Electrophysiological recordings of neural oscillations in the ripple band (80-180 H...",,
10.31234/osf.io/s69eu,A Theoretical Exploration of Aphantasia’s Polygenic Basis: Introducing the ‘Aphantasia-Plus’ Hypothesis,"This paper introduces a speculative, testable theoretical framework—the “Aphantasia-Plus Hypothesis”—proposing that aphantasia arises as a polygenic neurodevelopmental phenotype involving multiple gen...",,
10.31234/osf.io/evy69,"Linguagem, Inconsciente e Algoritmos: Um Diálogo entre Psicanálise e Linguística Computacional","Este artigo de revisão narrativa explora a possibilidade de reestruturar a psicanálise como uma ciência da linguagem, utilizando as ferramentas da Linguística Computacional (LC) e do Processamento de ...",,
10.31234/osf.io/r6w39,The Case for Value as a Common Currency in Decision-Making and Intersystem Competition,"Inspired by economic theory, theorists in neuroeconomics and related areas of cognitive science contend that value serves as a common currency for selection among options. While impressive support for...",Decision-making,
10.5281/zenodo.14993566,Die Evolution des Verstandes,Diese Arbeit untersucht die Evolution des Verstandes aus einer logischen und neurobiologischen Perspektive. Im Fokus steht die Analyse kognitiver Mechanismen – insbesondere des Prä-Über-Ichs – und der...,,
10.31234/osf.io/uchx6,On the origins of human speech: language as an internal trigger of the reward system,"This article proposes a neuroevolutionary model of language origins in which the human-specific ability to experience intrinsic reward from symbolic vocal behavior emerged as a major innovation, build...",,
10.31234/osf.io/fzs92,Urgency in value-based decision-making leads to simple strategy use via activation of the presupplementary motor cortex,"Decision processes are often described at two levels: the process level and the control, strategic level. In value-based multi-attribute choice, people can either evaluate all available information (c...",Decision-making,Cognitive Flexibility
10.31234/osf.io/shbqu,Language and Non-verbal Cognition are Early Developmental Markers of Genetic Influences on Academic Achievement,"Academic achievement is heritable, but how genetic differences translate into academic outcomes remains unclear. Using data from the Millennium Cohort Study (n = 8,014, 50.07% male), we tested whether...",,
10.31234/osf.io/rhfk3,Bridging Brain and Behavior: A Step-by-Step Tutorial to Joint Modeling with fMRI,Understanding how neural activity relates to behavior remains a central challenge in cognitive neuroscience. Joint modeling offers a principled method by simultaneously fitting behavioral and fMRI dat...,,
10.31234/osf.io/dar2t,Critical Analysis of the Concept of Qualia in the Philosophy of Mind: The Absence of a Physiological Basis for the Unique Perception of the Color Red,"This article proposes a reductionist approach to Chalmers’ “hard problem of consciousness,” critiquing the concept of qualia as a redundant cognitive-linguistic construct. Qualia arise from the distal...",,
10.31234/osf.io/62v3h,Neural Mechanisms of Cognitive Conflict: Processing COVID-19 Vaccine Misinformation,"The rapid spread of misinformation during the COVID-19 pandemic has raised important
questions about how individuals process misinformation, particularly in contexts where prior
beliefs are already st...",Inhibitory Control,Decision-making
10.31234/osf.io/z8293,Tending the Artifact Ecology: Cultivating Architectural Ecosystems,"This paper presents a perspective for designing and living in complex, interactive architectural systems (Manganelli, 2013) that are part of ‘artifact ecologies.’ (Kirsh, 2010)  All organisms co-evolv...",,
10.31234/osf.io/3fsy2,The EXPERIENCE system: integrating virtual reality and multi-modal explainable artificial intelligence for enhanced depression recognition,"Depression is a complex and heterogeneous psychiatric condition, characterized by a broad spectrum of symptoms that vary significantly among individuals. Traditional screening and diagnostic approache...",,
10.31234/osf.io/jx3eh,Emotion and list context modulate the impact of expectation on memory formation,"Emotional stimuli are often remembered better than neutral ones, yet the mechanisms behind this
advantage remain debated. One key factor in memory enhancement is the encoding of
expectation violations...",Episodic Memory,
10.31234/osf.io/v9w37,Centaur: A model without a theory,"Binz et al. (2025, doi:10.1038/s41586-025-09215-4) developed a large language model (LLM) called Centaur that better predicts trial-by-trial human responses in 159 of 160 behavioural experiments compa...",,
10.31234/osf.io/rtchm,"“Entre la Memoria Fragmentada y la Fijación Simbólica: Manifestaciones Clínicas, Neurobiológicas y Narrativas de la Estructura Complementaria en Vínculos con Psicopatía y Narcisismo Malignos","Este estudio describe de forma exhaustiva las alteraciones neurobiológicas, cognitivas, conductuales, vinculares y simbólicas observadas en personas que, al establecer un vínculo con estructuras psico...",,
10.31234/osf.io/mchuk,De la Perfección Proyectada al Símbolo Consciente: Fundamentos Clínicos y Multidisciplinarios para Intervenir y Comprender Estructuras Complejas,Este documento forma parte de un esfuerzo independiente de investigación aplicada para comprender y desarrollar herramientas que faciliten el estudio de estructuras cognitivas complejas y ultra comple...,,
10.31234/osf.io/ackhn,Presence-Aware Conscious AI Behavior Using the TCSS and Ψ(U) Framework (Refined Equation Update),This extension updates the core model from the original documents by refining the TCSS (Total Conscious Social Score) equation into a version that more deeply incorporates ego variables as dynamic mod...,,
10.31234/osf.io/jf26v,"Look at this photograph: Event-related potential responses to self-relevant, familiar, and categorical pictorial stimuli",Previous event-related potential (ERP) studies of self-relevance have largely utilized self-name and self-face stimuli. The goal of this study was to examine whether previously observed ERP effects of...,Attention,
10.31234/osf.io/ndhpa,Researching body perception: towards an integration of quantitative and qualitative interdisciplinary approaches to address the multiplicity of bodily experiences,Cognitive neuroscience has attempted to understand the underlying functioning of one's body experience. This has resulted in standardised methods involving multisensory manipulations and measurable co...,,
10.31234/osf.io/d3ugm,Huellas Invisibles: La Influencia Silenciosa de la Crianza en la Arquitectura Interna del Liderazgo,"Más allá de los logros visibles, los grandes liderazgos emergen como el resultado de hilos sutiles tejidos en la infancia: miradas que sostienen, palabras que siembran certezas, gestos que enseñan a a...",,
10.31234/osf.io/ewqy2,Neuroquímica del Apego y Conducta Sexual Masculina en Estructuras Complejas: Una Exploración sobre la Dificultad Vincular y la Posible Relación con la Capacidad de Persuasión Temprana,"Este estudio clínico y multidisciplinario explora la relación entre la neuroquímica del apego y las conductas sexuales masculinas, con un enfoque particular en estructuras cognitivas complejas y ultra...",,
10.31234/osf.io/jx78w,NEURONEXUS INITIATIVE,"NeuroNexus is an exploratory platform that aims to create an online platform connecting individuals with professionals in psychology, neuroscience, cognitive psychology, and cognitive science. Our mis...",,
10.31234/osf.io/58wbu,Protocol for investigating the warping of spatial experience across the blind spot to contrast predictions of the Integrated Information Theory and Predictive Processing accounts of consciousness,"We investigate the subjective experience of space around the visual blind spot area, the cortical representation of which is missing feedforward connectivity from one eye. We performed these experimen...",Visual Perception,
10.58911/bdic.ka.ls2503001,Knowledge Architecture: Interbrain Synchronization and Classroom Learning,"This article constructs a framework for the relationship between Interbrain Synchronization (IBS, or ""Interpersonal Neural Synchronization"", INS) and classroom learning. The framework is mainly divide...",,
10.31234/osf.io/nq9wk,Title: Thermodynamics Constrains Life Systems to Rational Response Functions,"Abstract
Living systems operate under fundamental thermodynamic constraints. We propose a minimal rational response function derived from three universal principles: saturation, diminishing energetic ...",,
10.31234/osf.io/w3gnv,COGINTEL,"CogIntel is a theoretical neurocognitive framework proposing a closed-loop system to accelerate and enhance human neuroplasticity through the integration of artificial intelligence, brain-computer int...",,
10.31234/osf.io/8rkna,Self-reflection protects behavior from volatile beliefs linked to paranoia,"Processing uncertainty may be pathognomonic (characteristic of a disease) for some psychiatric conditions. Some people expect the world to change, even when it doesn’t. This tendency is central to par...",Self-reflection,
10.31234/osf.io/am3p5,"Quién Mide el Liderazgo?:  la Posibilidad de Medir lo que No se Nombra, pero Todos Sabemos que Existe — Psicometría Narrativa para Democratizar la Genialidad y las Emociones Invisibles desde la Niñez","Desde edades tempranas, muchos niños expresan un liderazgo innato o talentos extraordinarios que permanecen invisibles al ojo clínico convencional, no por falta de evidencia, sino porque no existe una...",,
10.31234/osf.io/e23nf,"Fantasía Proyectiva y Liderazgo: Neurobiología del Autoconocimiento, Control Ético y Empoderamiento Integrador desde la Verdad","La fantasía proyectiva es un proceso neuropsicológico en el que la mente construye relatos que, aunque puedan distorsionar la objetividad, permiten sostener la autoestima, modular el estrés y adaptars...",,
10.31234/osf.io/zy36b,Cuando la psicología no funciona: Ejercicio Neurobiológico para el Reequilibrio de Neurotransmisores en la Ruptura de Vínculos: Estrategia Conducida para Cortar la Fijación Química y Recuperar Claridad Mental y Emocional,"Las relaciones afectivas intensas pueden detonar circuitos neuroquímicos de fijación similares a los observados en la adicción, activando de forma simultánea sistemas dopaminérgicos (motivación y reco...",,
10.31234/osf.io/wg8d3,Ejercicios Simbólicos y Prácticos para Desactivar la Percepción Distorsionada de Rechazo,"Este documento analiza la percepción de rechazo en personas con alta capacidad para la lectura simbólica y proporciona una serie de ejercicios de práctica aplicación para los pacientes, para abordar l...",,
10.31234/osf.io/q43kg,Niños que Inspiran: Neurobiología y Fantasía Proyectiva del Liderazgo Infantil Empático como Motor de Transformación Emocional y Social,"La presente carta, dirigida a niños con rasgos de liderazgo temprano, propone una intervención simbólica basada en fundamentos neurobiológicos, psicológicos y socioculturales para promover un liderazg...",,
10.31234/osf.io/xh7gp,Influencers y Lideres De Opinión: Neuroquímica y Proyección de Amor-Odio,"Las figuras conocidas como influencers o líderes de opinión no son meros generadores de contenido en redes sociales; son símbolos contemporáneos que, al nombrar verdades reprimidas o compartidas, desp...",,
10.31234/osf.io/5g86c,"Towards Naturalistic Social Neuroscience: A Multi-level Framework Integrating Real-world Phenotyping, Neurobiology, and Computational Mechanisms","Humans are inherently social species, with our behavior heavily influenced by the social environment and context. While traditional social neuroscience approach has made significant progress in mappin...",,
10.31234/osf.io/v9grf,Cuando la psicologia no funciona: Ejercicio Neurobiológico para el Reequilibrio de Neurotransmisores en la Ruptura de Vínculos: Estrategia Conducida para Cortar la Fijación Química y Recuperar Claridad Mental y Emociona,"Las relaciones afectivas intensas pueden detonar circuitos neuroquímicos de fijación similares a los observados en la adicción, activando de forma simultánea sistemas dopaminérgicos (motivación y reco...",,
10.31234/osf.io/bvc7z,"PRIHA: Inteligencia Artificial para Detectar Genialidad y Necesidades Invisibles en la Niñez — Hacia la Democratización Universal de la Psicometría Rápida, Precisa e Inclusiva","La Batería Inferencial PRIHA redefine el futuro de la medición cognitiva y emocional al ofrecer un modelo proyectivo impulsado por inteligencia artificial que, en solo 60 segundos, identifica habilida...",,
10.31234/osf.io/3v284,Psicometria Inferida Mediante Analisis y Contraste De Datos Por Inteligencia Artificial: La Oportunidad Trascender La Falsa Patologia e Identificar La Genialidad Multiple en 60 Segundos,"La Batería Inferencial PRIHA (Protocolo de Radiografía Inferencial de Habilidades y Afectos) es un modelo proyectivo-clínico impulsado por inteligencia artificial, diseñado para identificar genialidad...",,
10.31234/osf.io/xmpn6,Ejercicios Simbólicos y Prácticos para Desactivar la Percepción Distorsionada de Rechazo,"Este documento analiza la percepción de rechazo en personas con alta capacidad para la lectura simbólica  y provee una serie de ejercicios de práctica aplicación para los pacientes, para abordar la in...",,
10.31234/osf.io/tpv6j,Coordinate Heart System: A Geometric Framework for Emotion Representation,"This paper presents the Coordinate Heart System (CHS), a geometric framework for
emotion representation in AI applications. We position eight core emotions as coordinates
on a unit circle, enabling ma...",,
10.31234/osf.io/hxe6p,Dual Effects of Dual-Tasking on Instrumental Learning,"How automatic is reinforcement learning (RL)? Here, using a recent computational framework that separates contributions from working memory versus RL during instrumental learning, we asked if taxing h...",Skill Learning,Working Memory
10.31234/osf.io/t53mx,No Evidence for a Targeted Memory Reactivation Effect on Word-Meaning Priming,"The subordinate meaning of a homonym becomes temporarily more accessible after it is encountered, an effect termed word-meaning priming. Over the longer-term, word-meaning priming is better maintained...",Semantic Understanding & Context Recognition,Episodic Memory
10.31234/osf.io/tpbgx,Rapid changes of attentional priorities in visual search: Tracking covert switches of preparatory attentional templates in real time,"Attentional selectivity focuses on what is currently relevant. Relevance changes frequently in everyday life, triggering rapid reassignments of attentional priorities. Such reassignments are often not...",Attention,Cognitive Flexibility
10.31234/osf.io/g49mp,"Syner-G: Antidepressant action of psychedelics at the glutamatergic interface of brain, behavior and the immune system","Promising results have emerged in the use of psychedelic drugs for treating depression. Despite multiple neural models attempting to elucidate the acute psychedelic experience, and an increased focus ...",,
10.31234/osf.io/mvr2p,"Syner-G: Antidepressant action of psychedelics at the glutamatergic interface of brain, behavior and the immune system","Promising results have emerged in the use of psychedelic drugs for treating depression. Despite multiple neural models attempting to elucidate the acute psychedelic experience, and an increased focus ...",,
10.31234/osf.io/zhbyq,The Modulation of Steady-State Responses by Transcranial Alternating Current Stimulation: A Scoping Review,"Transcranial alternating current stimulation (tACS) is a non-invasive technique that modulates brain oscillatory activity in a frequency-specific manner, offering potential for improving sensory and c...",,
10.5281/zenodo.15795303,The Universal Entangled Collapse Field,"This work introduces the Universal Entangled Collapse Framework (UECF), a testable hypothesis proposing that the scalability of quantum error correction (QEC) is ultimately limited not by theoretical ...",,
